date,event,룬_콤보킬,몬스터파크,몬컬_세트,미라클_타임,샤이닝_스타포스,소울_확률,솔에르다_2배,솔에르다_타임,스타포스_1+1,스타포스_30%할인,스타포스_5_10_15,스타포스_파괴감소,어빌리티_반값,주문의_흔적_반값,트레져_헌터,헥사_스텟,현상금_사냥꾼
2021.12.26,(토벤머리 용사와 특별 과외),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022.01.02,<별빛 심포니>,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2022.01.09,<별빛 심포니>,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022.01.16,<별빛 심포니>,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2022.01.23,<별빛 심포니>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022.01.30,<별빛 심포니>,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022.02.06,<별빛 심포니>,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2022.02.13,<별빛 심포니>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2022.02.20,<별빛 심포니>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022.02.27,<별빛 심포니>,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2022.03.06,<별빛 심포니>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022.03.13,(슈피겔만의 별빛 상자),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2022.03.20,(슈피겔만의 별빛 상자),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022.03.27,(사냥 가속! 슈퍼 헤이스트!),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022.04.03,(사냥 가속! 슈퍼 헤이스트!),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2022.04.10,(카밀라의 팝업 스토어),0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2022.04.17,(카밀라의 팝업 스토어),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2022.04.24,<메이플 모멘트리>,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2022.05.01,<메이플 모멘트리>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022.05.08,<메이플 모멘트리>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2022.05.15,<메이플 모멘트리>,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2022.05.22,<메이플 모멘트리>,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2022.05.29,<메이플 모멘트리>,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022.06.05,<메이플 모멘트리>,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022.06.12,<메이플 모멘트리>,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2022.06.19,<이그니션 불꽃 축제>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022.06.26,<이그니션 불꽃 축제>,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2022.07.03,<이그니션 불꽃 축제>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022.07.10,<이그니션 불꽃 축제>,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2022.07.17,<이그니션 불꽃 축제>,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022.07.24,<이그니션 불꽃 축제>,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2022.07.31,<이그니션 불꽃 축제>,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2022.08.07,<이그니션 불꽃 축제>,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2022.08.14,<이그니션 불꽃 축제>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022.08.21,<이그니션 불꽃 축제>,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2022.08.28,<이그니션 불꽃 축제>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022.09.04,<이그니션 불꽃 축제>,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2022.09.11,(이그니션 풀 문 파티 - 어메이진! 썬데이메이플),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022.09.18,(이그니션 풀 문 파티 - 멋진! 썬데이메이플),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022.09.25,(이그니션 풀 문 파티 - 노마진! 썬데이메이플),1,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1
2022.10.02,(택티컬 릴레이 Ver.4),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2022.10.09,(택티컬 릴레이 Ver.4),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022.10.16,(사냥 가속! 슈퍼 헤이스트!),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2022.10.23,(사냥 가속! 슈퍼 헤이스트!),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022.10.30,(카밀라의 어텀 플리마켓),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2022.11.06,(카밀라의 어텀 플리마켓),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022.11.13,(골드리치의 비밀금고),0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2022.11.20,(골드리치의 비밀금고),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2022.11.27,(돌의 정령을 키워달람!),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022.12.04,(돌의 정령을 키워달람!),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2022.12.11,(돌의 정령을 키워달람!),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022.12.18,(돌의 정령을 키워달람!),0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
2022.12.25,<요정 웡키의 웡스토랑>,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023.01.08,<요정 웡키의 웡스토랑>,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2023.01.22,<요정 웡키의 웡스토랑>,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2023.01.29,<요정 웡키의 웡스토랑>,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023.02.05,<요정 웡키의 웡스토랑>,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2023.02.19,<요정 웡키의 웡스토랑>,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2023.02.26,<요정 웡키의 웡스토랑>,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023.03.05,(슈피겔만과 비밀의 반지 상점),0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2023.03.12,(슈피겔만과 비밀의 반지 상점),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023.03.19,(슈피겔만과 비밀의 반지 상점),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2023.03.26,(슈피겔라의 딸기농장),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023.04.02,(슈피겔라의 딸기농장),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2023.04.09,(마법의 석판),1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2023.04.16,(마법의 석판),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2023.04.23,<메이프릴 아일랜드>,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2023.04.30,<메이프릴 아일랜드>,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2023.05.07,<메이프릴 아일랜드>,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2023.05.14,<메이프릴 아일랜드>,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2023.05.21,<메이프릴 아일랜드>,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2023.05.28,<메이프릴 아일랜드>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2023.06.04,<메이프릴 아일랜드>,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023.06.11,<메이프릴 아일랜드>,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2023.06.18,<이덴티스크>,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2023.06.25,<이덴티스크>,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2023.07.02,<이덴티스크>,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2023.07.09,<이덴티스크>,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2023.07.16,<이덴티스크>,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2023.07.23,<이덴티스크>,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2023.07.30,<이덴티스크>,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023.08.06,<이덴티스크>,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2023.08.13,<이덴티스크>,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1
2023.08.20,<이덴티스크>,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2023.08.27,<이덴티스크>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023.09.03,(츄츄 스페셜 슬러시),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2023.09.10,(츄츄 스페셜 슬러시),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2023.09.17,(츄츄 스페셜 슬러시),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023.09.24,<미나르 가을 소풍>,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2023.10.01,<미나르 가을 소풍>,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023.10.08,<미나르 가을 소풍>,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2023.10.15,<미나르 가을 소풍>,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2023.10.22,<미나르 가을 소풍>,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
2023.10.29,(메이플 패션위크),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023.11.05,(메이플 패션위크),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2023.11.12,(메이플 패션위크),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2023.11.19,(메이플 패션위크),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023.11.26,(메이플 월드 투어),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2023.12.03,(메이플 월드 투어),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2023.12.10,(메이플 월드 투어),0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2023.12.17,(의문의 초대장),0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
2023.12.24,<꿈속의 레헬른>,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2023.12.31,<꿈속의 레헬른>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024.01.07,<꿈속의 레헬른>,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2024.01.14,<꿈속의 레헬른>,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2024.01.21,<꿈속의 레헬른>,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
2024.01.28,<꿈속의 레헬른>,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2024.02.04,<꿈속의 레헬른>,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2024.02.11,<꿈속의 레헬른>,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2024.02.18,<꿈속의 레헬른>,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2024.02.25,<꿈속의 레헬른>,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2024.03.03,<꿈속의 레헬른>,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2024.03.10,<꿈속의 레헬른>,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024.03.17,<꿈속의 레헬른>,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1
2024.03.24,(유니온 릴레이),0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2024.04.01,(유니온 릴레이),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2024.04.07,(우주 스타 핑크빈!),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2024.04.14,(우주 스타 핑크빈!),1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2024.04.21,<빅토리아컵>,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2024.04.28,<빅토리아컵>,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2024.05.05,<빅토리아컵>,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2024.05.12,<빅토리아컵>,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2024.05.19,<빅토리아컵>,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2024.05.26,<빅토리아컵>,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2024.06.02,<빅토리아컵>,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2024.06.09,<빅토리아컵>,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
2024.06.16,<빅토리아컵>,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2024.06.23,<잊힌 축제의 서>,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2024.06.30,<잊힌 축제의 서>,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2024.07.07,<잊힌 축제의 서>,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2024.07.14,<잊힌 축제의 서>,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
2024.07.21,<잊힌 축제의 서>,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2024.07.28,<잊힌 축제의 서>,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2024.08.04,<잊힌 축제의 서>,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0
2024.08.11,<잊힌 축제의 서>,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2024.08.18,<차원의 방문자>,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2024.08.25,<차원의 방문자>,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2024.09.01,<차원의 방문자>,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024.09.08,<차원의 방문자>,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
2024.09.15,<차원의 방문자>,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2024.09.22,<차원의 방문자>,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024.09.29,<차원의 방문자>,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
2024.10.06,<차원의 방문자>,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2024.10.13,<차원의 방문자>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2024.10.20,<차원 대소동>,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2024.10.27,<차원 대소동>,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2024.11.03,<차원 대소동>,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2024.11.10,<차원 대소동>,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2024.11.17,<차원 대소동>,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024.11.24,<차원 대소동>,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2024.12.01,<차원 대소동>,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2024.12.08,<차원 대소동>,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2024.12.15,<차원 대소동>,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2024.12.22,<새벽별 연회>,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2024.12.29,<새벽별 연회>,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2025.01.05,<새벽별 연회>,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2025.01.12,<새벽별 연회>,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0
2025.01.19,<새벽별 연회>,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2025.01.26,<새벽별 연회>,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2025.02.02,<새벽별 연회>,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2025.02.09,<새벽별 연회>,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
2025.02.16,<새벽별 연회>,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2025.02.23,<낯선 조류>,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2025.03.02,<낯선 조류>,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2025.03.09,<낯선 조류>,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2025.03.16,<낯선 조류>,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2025.03.23,<낯선 조류>,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2025.03.30,<낯선 조류>,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2025.04.06,<낯선 조류>,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2025.04.13,<낯선 조류>,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025.04.20,<메이플 대학교>,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2025.04.27,<메이플 대학교>,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2025.05.04,<메이플 대학교>,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2025.05.11,<메이플 대학교>,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2025.05.18,<메이플 대학교>,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2025.05.25,<메이플 대학교>,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2025.06.01,<메이플 대학교>,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2025.06.08,<메이플 대학교>,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
2025.06.15,<메이플 대학교>,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2025.06.22,<황혼빛 전야제>,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2025.06.29,<황혼빛 전야제>,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2025.07.06,<황혼빛 전야제>,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0
2025.07.13,<황혼빛 전야제>,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2025.07.20,<황혼빛 전야제>,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2025.07.27,<황혼빛 전야제>,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2025.08.03,<황혼빛 전야제>,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
2025.08.10,<황혼빛 전야제>,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2025.08.17,<황혼빛 전야제>,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2025.08.24,<황혼빛 전야제>,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
2025.08.31,<황혼빛 전야제>,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025.09.07,<황혼빛 전야제>,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
2025.09.14,<황혼빛 전야제>,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
2025.09.21,<메이플 아지트>,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2025.09.28,<메이플 아지트>,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025.10.05,<메이플 아지트>,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2025.10.12,<메이플 아지트>,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
2025.10.19,<메이플 아지트>,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2025.10.26,<메이플 아지트>,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2025.11.02,<메이플 아지트>,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2025.11.09,<메이플 아지트>,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2025.11.16,<메이플 아지트>,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2025.11.23,(몬스터파크 대소동),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2025.11.30,(몬스터파크 대소동),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2025.12.07,(몬스터파크 대소동),0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2025.12.14,(몬스터파크 대소동),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2025.12.21,<환영이 내리는 밤>,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2025.12.28,<환영이 내리는 밤>,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
2026.01.04,<환영이 내리는 밤>,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2026.01.11,<환영이 내리는 밤>,0,1,1,0,0,1,0,0,1,0,0,0,1,1,1,1,0
2026.01.18,<환영이 내리는 밤>,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2026.01.25,<환영이 내리는 밤>,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2026.02.01,<환영이 내리는 밤>,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2026.02.08,<환영이 내리는 밤>,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2026.02.15,<환영이 내리는 밤>,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2026.02.22,<환영이 내리는 밤>,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2026.03.01,<환영이 내리는 밤>,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2026.03.08,<환영이 내리는 밤>,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2026.03.15,<환영이 내리는 밤>,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2026.03.22,<환영이 내리는 밤>,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026.03.29,<메이플 어택!>,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2026.04.05,<메이플 어택!>,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2026.04.12,<메이플 어택!>,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2026.04.19,<메이플 어택!>,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2026.04.26,<메이플 어택!>,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
